Ticket_No,Title,Description,Category,Priority,Department,Status,Resolution_Time_Hours,Arising_Date,Closing_Date,Sentiment_Label,Is_Resolved,Resolution_Speed,SLA_Status,Month,Year,Quarter,Weekday,Priority_Score,Description_Length,Word_Count
1352246191,System Specifications for Enhanced SaaS Efficiency,I am writing to request information on the necessary system requirements for optimal SaaS performance. Could you kindly share the recommended hardware and software specif ... for your time and assistance in this matter.,Request,Medium,Product Support,Closed,13.0,2024-04-15 09:57:50,2024-04-15 22:57:50,Frustrated,True,Fast,Within SLA,April,2024,2,Monday,2,219,34
1352246192,Security Concern Over Medical Data,"A healthcare provider faced unauthorized access attempts to medical data. This might be because of insufficient security measures. Password changes and firewall updates have been made, but the issues still persist.",Problem,Medium,Billing and Payments,Closed,121.0,2024-03-02 16:34:35,2024-03-07 17:34:35,Neutral,True,Slow,Breached,March,2024,1,Saturday,2,214,31
1352246193,,"The data analytics tool is intermittently failing to process investment data, which may be due to recent software updates or increased data volume. After restarting the s ... . Assistance is needed to resolve this issue.",Problem,Low,IT Support,Closed,9.0,2025-07-07 17:43:36,2025-07-08 02:43:36,Neutral,True,Fast,Within SLA,July,2025,3,Monday,1,220,36
1352246194,Latest Developments in Project Management SaaS Solutions,Could you provide specifics on the latest updates and features in project management SaaS applications? I am keen to learn about the new tools and functionalities that have been added recently.,Request,High,Service Outages and Maintenance,Closed,20.0,2023-03-29 06:14:54,2023-03-30 02:14:54,Urgent,True,Fast,Within SLA,March,2023,1,Wednesday,3,193,31
1352246195,Support for Malwarebytes SaaS Integration,Is there any information available on integrating Malwarebytes SaaS into project management? This would significantly improve our security workflow. I look forward to your assistance and a prompt response.,Request,Medium,Customer Service,Closed,99.0,2024-06-30 17:21:25,2024-07-04 20:21:25,Neutral,True,Slow,Breached,June,2024,2,Sunday,2,205,29
1352246196,Support for Smart Home Digital Marketing,Seeking insights into digital marketing strategies for promoting smart home devices. Would like to know more about methods to reach potential customers and increase brand ... forward to your assistance with this matter.,Request,High,Technical Support,In Progress,0.0,2025-02-27 02:53:24,,Urgent,False,Unresolved,Within SLA,February,2025,1,Thursday,3,219,33
1352246197,,"Customer support team, I am requesting detailed instructions for integrating Apache Hadoop 3.2.1 into our scalable project management SaaS. Our team is currently assessin ... please provide us with a comprehensive guide?",Request,Medium,Technical Support,Closed,127.0,2023-04-26 06:01:41,2023-05-01 13:01:41,Urgent,True,Slow,Breached,April,2023,2,Wednesday,2,220,32
1352246198,Technical Problem Report,"Dear Support Team,\n\nI am reaching out to report an issue I faced when using your SaaS service. When uploading a substantial file, the platform stopped functioning and b ... on and support.\n\nKind regards,\n[Your Name]",Incident,Medium,Product Support,Closed,88.0,2024-04-27 04:50:36,2024-04-30 20:50:36,Urgent,True,Slow,Breached,April,2024,2,Saturday,2,220,34
1352246199,Options for Integrating with JIRA,"Customer Support, requesting details on integration options for JIRA SaaS project management software. Could you provide information on how these tools are connected in v ... he security authentication measures in place.",Request,High,IT Support,Closed,162.0,2024-12-18 07:00:27,2024-12-25 01:00:27,Neutral,True,Slow,Breached,December,2024,4,Wednesday,3,220,32
1352246200,Multiple Integrations Experienced Unexpected Failures Today,"Hello Customer Support, I have encountered problems with multiple integrations that have failed at the same time. This situation might be related to the recent Docker upd ... tion. Thank you for your assistance and time.",Problem,Medium,Technical Support,Closed,68.0,2024-12-03 00:34:12,2024-12-05 20:34:12,Neutral,True,Medium,Within SLA,December,2024,4,Tuesday,2,220,36
1352246201,MongoDB 4.4 Integration Solutions,Can you provide detailed options for integrating MongoDB 4.4 into a scalable SaaS project management platform?,Request,Medium,Product Support,Closed,43.0,2023-02-28 10:05:59,2023-03-02 05:05:59,Frustrated,True,Medium,Within SLA,February,2023,1,Tuesday,2,110,16
1352246202,Exploring Payment Options for Annual Subscriptions,I would like to inquire about the different payment options for annual subscription plans. Could you please share details regarding the available payment methods and any ... harges or fees related to these annual plans.,Request,Medium,Billing and Payments,Resolved,6.0,2023-03-30 09:00:53,2023-03-30 15:00:53,Neutral,True,Fast,Within SLA,March,2023,1,Thursday,2,219,35
1352246203,Campaign Not Functional Causing Brand Visibility Issues,"Customer Support, I am reporting a crucial issue with the campaign on Squarespace. The campaign has stopped functioning, which is negatively affecting our brand's visibil ... know if you need any additional information.",Incident,High,Product Support,Closed,3.0,2024-07-26 19:32:02,2024-07-26 22:32:02,Satisfied,True,Fast,Within SLA,July,2024,3,Friday,3,219,33
1352246204,Secure Medical Data VR Device,Could you provide comprehensive specifications and security practices for securing medical data?,Request,High,Technical Support,Closed,27.0,2024-03-21 23:00:27,2024-03-23 02:00:27,Neutral,True,Medium,Within SLA,March,2024,1,Thursday,3,96,12
1352246205,,require assistance with integrating Mailchimp into Magento 2.4. seek insights to optimally enhance brand growth and ensure seamless synchronization for effective email marketing campaigns.,Request,High,Billing and Payments,Closed,37.0,2023-04-30 04:44:20,2023-05-01 17:44:20,Satisfied,True,Medium,Within SLA,April,2023,2,Sunday,3,188,24
1352246206,Ensuring Security of Medical Data Systems,Could you provide details on securing medical data in Microsoft Dynamics 365 for hospital IT? It's important to ensure HIPAA compliance and protect sensitive patient information.,Request,High,Customer Service,Closed,158.0,2025-09-28 10:54:28,2025-10-05 00:54:28,Frustrated,True,Slow,Breached,September,2025,3,Sunday,3,178,26
1352246207,Issue of Medical Data Inaccessibility Noted,"An incident led to medical data becoming inaccessible, possibly due to a billing error or system misconfigurations following updates. We have attempted to reconfigure acc ... issions and reviewed recent transaction logs.",Incident,Medium,Billing and Payments,Closed,110.0,2023-05-21 06:29:51,2023-05-25 20:29:51,Urgent,True,Slow,Breached,May,2023,2,Sunday,2,220,32
1352246208,Support for Analytics Tool,We are experiencing inconsistent results with the data analytics tool designed for investment optimization. This might be due to outdated algorithms or data discrepancies ... ss. Please assist us in resolving this issue.,Incident,Low,Customer Service,Closed,41.0,2025-08-13 09:10:28,2025-08-15 02:10:28,Urgent,True,Medium,Within SLA,August,2025,3,Wednesday,1,220,33
1352246209,Data Analytics Guidance,Could receive assistance in optimizing data analytics with MySQL 8.0 for investment strategies? Require support with querying and indexing.,Request,Medium,Product Support,In Progress,0.0,2025-07-11 20:54:03,,Frustrated,False,Unresolved,Within SLA,July,2025,3,Friday,2,139,19
1352246210,Facing Challenges with Digital Tool Integration,Encountering difficulties in integrating marketing strategies.,Problem,Medium,Product Support,Closed,100.0,2025-02-26 16:51:30,2025-03-02 20:51:30,Urgent,True,Slow,Breached,February,2025,1,Wednesday,2,62,6
1352246211,Concern Regarding Potential Data Security Incident,I have written to inform the healthcare provider about a potential data security breach that I experienced. Initial investigations suggest it may be due to outdated encry ... ata. I appreciate your updates on the matter.,Incident,Medium,Technical Support,Closed,74.0,2024-08-20 06:32:44,2024-08-23 08:32:44,Neutral,True,Slow,Breached,August,2024,3,Tuesday,2,220,36
1352246212,Details on Project Management Software,Can you share details on the integration capabilities and customization options for project management software? I need to ensure it can meet specific business needs and support various integration tools.,Request,Low,Customer Service,Resolved,58.0,2024-12-19 19:08:27,2024-12-22 05:08:27,Satisfied,True,Medium,Within SLA,December,2024,4,Thursday,1,204,30
1352246213,,"Dear Customer Support, I hope this message finds you well. I am reaching out to report an issue that has arisen with recent updates. Specifically, several integrations be ... e to ask. Thank you in advance for your help.",Problem,Medium,IT Support,Closed,164.0,2025-06-20 12:14:54,2025-06-27 08:14:54,Satisfied,True,Slow,Breached,June,2025,2,Friday,2,220,39
1352246214,Enhancement of Medical Data Security Measures,"Customer Support, I am submitting a request to improve security protocols for medical data within hospital systems. I recognize that safeguarding medical information is o ... tection systems, and encryption technologies.",Change,Low,General Inquiry,Closed,125.0,2025-05-11 02:24:43,2025-05-16 07:24:43,Neutral,True,Slow,Breached,May,2025,2,Sunday,1,220,31
1352246215,Enhancing Security for Medical Data in JBL Systems,Seeking detailed security measures to protect medical data within the JBL Quantum Duo system. Would appreciate comprehensive guidance and relevant documentation outlining ... nformation. Looking forward to your response.,Request,High,Technical Support,Closed,95.0,2023-03-05 17:26:15,2023-03-09 16:26:15,Urgent,True,Slow,Breached,March,2023,1,Sunday,3,220,29
1352246216,Issue with System during Operations,"There was a system disruption that impacted several software and hardware products, as well as data analytics operations. This could be due to software incompatibilities ... to discuss further. We appreciate your help.",Incident,Medium,Product Support,Closed,7.0,2024-11-29 15:17:15,2024-11-29 22:17:15,Urgent,True,Fast,Within SLA,November,2024,4,Friday,2,218,33
1352246217,,"Issue encountered with investment analysis tool while writing report. Tool failed to load data, leading to workflow disruptions. Restarted the application and checked dat ... oon as possible would be greatly appreciated.",Incident,High,Technical Support,Pending,0.0,2025-06-07 00:54:21,,Frustrated,False,Unresolved,Within SLA,June,2025,2,Saturday,3,220,32
1352246218,Incident of Unauthorized Access to Records,"Dear Customer Support, I am inquiring about an incident where our medical records were accessed without authorization. Our system has flagged a potential breach, which we ... d to your suggestions. Sincerely, [Your Name]",Incident,High,Product Support,Resolved,118.0,2025-10-09 14:15:42,2025-10-14 12:15:42,Neutral,True,Slow,Breached,October,2025,4,Thursday,3,220,34
1352246219,Digital Tools Functionality Issue,"Customer Support has been documenting problems with several of the company's digital tools, such as PowerPoint, JIRA, and Figma, which are not functioning properly. This ... oducts. Efforts to fix the issue are ongoing.",Incident,High,Technical Support,Resolved,168.0,2023-10-20 10:04:33,2023-10-27 10:04:33,Urgent,True,Slow,Breached,October,2023,4,Friday,3,219,34
1352246220,Assistance with Digital Marketing Strategies Urgently Required,"Our agency has noticed a downturn in client engagement, even after updating content and analyzing analytics, which showed some improvements.",Problem,Medium,Customer Service,Closed,73.0,2024-05-14 11:23:11,2024-05-17 12:23:11,Neutral,True,Slow,Breached,May,2024,2,Tuesday,2,140,20
1352246221,,"Customer Support, <br>Our marketing initiatives have faced challenges due to inconsistent access to digital tools. This may be due to recent updates or compatibility issu ... for your support. <br>Sincerely, [Your Name]",Incident,High,Product Support,Closed,67.0,2025-07-28 20:15:08,2025-07-31 15:15:08,Neutral,True,Medium,Within SLA,July,2025,3,Monday,3,219,32
1352246222,Issue with Excel Integration Resulting in Project Data Loss,"To the support team, I am reaching out to report an issue with the Excel integration, which has led to a loss of project data. The problem might be due to incompatible so ... ompt response. Thank you for your assistance.",Incident,Low,Product Support,Resolved,34.0,2025-01-08 20:44:07,2025-01-10 06:44:07,Frustrated,True,Medium,Within SLA,January,2025,1,Wednesday,1,220,41
1352246223,Difficulty in Brand Growth,"Marketing campaigns are not performing well. After reviewing the data, adjusting the ad spend has shown no significant improvement.",Incident,Medium,Technical Support,Closed,140.0,2025-02-17 20:19:40,2025-02-23 16:19:40,Urgent,True,Slow,Breached,February,2025,1,Monday,2,131,19
1352246224,Improving Project View for a Superior User Experience,I am reaching out to request the addition of advanced filtering options to the project view. This enhancement would significantly improve the user experience by allowing ... d be beneficial for all users if implemented.,Change,High,Product Support,Closed,37.0,2023-08-23 08:30:30,2023-08-24 21:30:30,Neutral,True,Medium,Within SLA,August,2023,3,Wednesday,3,219,35
1352246225,Problem with SaaS Subscription,I have run into a billing issue with my SaaS subscription. It's possible that recent updates or configuration changes have affected my account. I have already checked my ... al information you need to resolve the issue.,Incident,Medium,Billing and Payments,In Progress,0.0,2023-04-07 02:49:07,,Urgent,False,Unresolved,Within SLA,April,2023,2,Friday,2,219,37
1352246226,,"The digital campaign analytics have ceased to track user engagement, which may be related to a potential integration problem with the new Cassandra 4.0 database. Although ... les for any errors, the problem still exists.",Incident,Medium,Technical Support,Closed,160.0,2024-11-30 20:43:08,2024-12-07 12:43:08,Satisfied,True,Slow,Breached,November,2024,4,Saturday,2,220,35
1352246227,Urgent Support Needed for Reported Data Breach,"A data breach has been identified, affecting medical records.",Problem,Medium,Billing and Payments,Pending,0.0,2023-06-10 18:49:46,,Neutral,False,Unresolved,Within SLA,June,2023,2,Saturday,2,61,9
1352246228,Concern About Medical Data Access,An unexpected access request for medical data has been logged in the hospital system. This could have occurred due to outdated security protocols. After reviewing recent ... s to prevent similar incidents in the future.,Incident,Low,Technical Support,Resolved,163.0,2024-06-17 12:17:17,2024-06-24 07:17:17,Urgent,True,Slow,Breached,June,2024,2,Monday,1,219,35
1352246229,Enhancing Jira Software for Brand Growth,"Hello Customer Support, we are reaching out to inquire about optimizing Jira Software to enhance our brand growth strategies. We would appreciate insights on how to effec ... assistance. We look forward to your response.",Request,Medium,Product Support,Resolved,115.0,2023-05-12 00:01:04,2023-05-16 19:01:04,Urgent,True,Slow,Breached,May,2023,2,Friday,2,220,35
1352246230,Concerns About Data Analytics Application Performance,A financial firm is encountering occasional outages with its data analytics application. This might be due to conflicts between Docker containers and Kubernetes orchestra ... l persists. We need assistance to resolve it.,Incident,Medium,IT Support,Resolved,120.0,2025-02-22 18:57:00,2025-02-27 18:57:00,Satisfied,True,Slow,Breached,February,2025,1,Saturday,2,220,33
1352246231,Query on Billing Structure Details,"Hello Customer Support, I am writing to inquire about the billing structure of the SaaS platform. Could you provide detailed information on the different payment options ... tance. I am looking forward to your response.",Request,Low,Billing and Payments,Closed,102.0,2025-09-30 17:21:50,2025-10-04 23:21:50,Neutral,True,Slow,Breached,September,2025,3,Tuesday,1,219,35
1352246232,Assistance Required for Investment Support,"The investment optimization algorithm is generating inconsistent outputs due to market fluctuations. Despite recalibrating the inputs and testing various scenarios, the i ... olve the problem and ensure accurate outputs.",Problem,Medium,Product Support,In Progress,0.0,2023-09-26 01:27:45,,Satisfied,False,Unresolved,Within SLA,September,2023,3,Tuesday,2,220,30
1352246233,Problem with Software Access Today,Team members are facing disruptions with the essential software tools.,Incident,Medium,Human Resources,Closed,61.0,2023-03-02 19:19:27,2023-03-05 08:19:27,Satisfied,True,Medium,Within SLA,March,2023,1,Thursday,2,70,10
1352246234,Boost Business Growth,"Hello customer support, I am contacting you to seek advice on digital strategies that can help our marketing agency grow. We are interested in finding creative and effici ... Thank you for your consideration and support.",Request,Medium,Product Support,Closed,24.0,2024-01-20 20:33:19,2024-01-21 20:33:19,Neutral,True,Fast,Within SLA,January,2024,1,Saturday,2,220,36
1352246235,sudden unresponsiveness of company's data analytics systems,"systems are down, impacting investment optimization. Restarted devices and reviewed logs.",Problem,High,IT Support,Closed,95.0,2024-11-11 00:48:40,2024-11-14 23:48:40,Satisfied,True,Slow,Breached,November,2024,4,Monday,3,89,11
1352246236,Report on Data Security Incident Involving Medical Records,"There has been a data security incident affecting medical records due to a software vulnerability which might have exposed the records. Despite updating protocols and conducting scans, the issue still exists.",Incident,Medium,Technical Support,Closed,44.0,2024-11-13 14:49:54,2024-11-15 10:49:54,Frustrated,True,Medium,Within SLA,November,2024,4,Wednesday,2,208,31
1352246237,Support Request for Smart-Tracker Integration with Apache Hadoop 3.2.1,"Dear Support Team, I am writing to inquire about the integration process for Smart-Tracker with Apache Hadoop 3.2.1 for our project management. We are already utilizing A ... wait your response. Best regards, [Your Name]",Request,Low,Technical Support,Closed,112.0,2025-03-25 02:41:30,2025-03-29 18:41:30,Frustrated,True,Slow,Breached,March,2025,1,Tuesday,1,220,35
1352246238,Concern About Investment Analysis Tools,"We have encountered intermittent outages affecting the investment analysis tools, which might be due to overloaded servers. After attempting to reboot the systems and cle ... rgently and provide a possible solution soon.",Incident,Low,Service Outages and Maintenance,Closed,122.0,2025-03-23 01:27:33,2025-03-28 03:27:33,Urgent,True,Slow,Breached,March,2025,1,Sunday,1,220,33
1352246239,Report on System Malfunction: Impact on Medical Data Security,"A disruption in the system is currently impacting the security of medical data and hospital operations. The exact cause is unknown, but a recent software update or networ ... systems and contacted vendors for assistance.",Incident,Medium,Service Outages and Maintenance,Closed,23.0,2025-08-05 07:11:36,2025-08-06 06:11:36,Frustrated,True,Fast,Within SLA,August,2025,3,Tuesday,2,220,35
1352246240,Unanticipated Downtime Impacting Digital Marketing Tools Service,There was an unexpected downtime that impacted the digital marketing tools due to server overload.,Incident,Low,Technical Support,Closed,18.0,2023-09-04 14:29:15,2023-09-05 08:29:15,Frustrated,True,Fast,Within SLA,September,2023,3,Monday,1,98,15
1352246241,Seeking Assistance with Integrating TensorFlow in Ruby on Rails for Data Analytics,I need guidance on integrating TensorFlow with Ruby on Rails for data analytics. Could you provide resources and tutorials to help me get started?,Request,High,IT Support,Closed,72.0,2024-07-19 07:05:57,2024-07-22 07:05:57,Frustrated,True,Medium,Within SLA,July,2024,3,Friday,3,146,24
1352246242,Request for Integrating Malwarebytes and Kaspersky Security Features,I am interested in integrating Malwarebytes and Kaspersky security features into our project management SaaS platform to enhance its security and protect our users' data. ... num> to discuss these matters in more detail.,Change,Medium,Customer Service,Closed,159.0,2024-08-02 04:55:45,2024-08-08 19:55:45,Satisfied,True,Slow,Breached,August,2024,3,Friday,2,220,34
1352246243,Concern About Medical Data Access,"Facing problems in accessing the medical data system. The issue arose after the recent system update, and even after restarting the server and checking user permissions, ... upted access to critical medical information.",Incident,Medium,Technical Support,Closed,56.0,2024-03-15 11:02:13,2024-03-17 19:02:13,Urgent,True,Medium,Within SLA,March,2024,1,Friday,2,219,33
1352246244,Medical Data Breach Support Inquiry,"Respected Customer Support Team, I am contacting you to inform about a medical data breach found in our platform. Patient records have been accessed without authorization ... esponse to this issue. Sincerely, [Your Name]",Incident,Medium,Technical Support,Closed,49.0,2024-08-24 19:56:10,2024-08-26 20:56:10,Neutral,True,Medium,Within SLA,August,2024,3,Saturday,2,220,34
1352246245,Concerns About Marketing Campaigns,"There has been a notable decline in engagement with our digital marketing campaigns, which may be related to compatibility issues with recent software updates for Node.js ... for your assistance in resolving this matter.",Incident,High,Customer Service,In Progress,0.0,2024-09-27 00:01:39,,Satisfied,False,Unresolved,Within SLA,September,2024,3,Friday,3,220,34
1352246246,Concerns with Investment Data Integration Workflow,"Hello Customer Support, <br>The financial firm's data analytics tool is currently experiencing issues with integrating investment data from various sources, leading to di ... e would greatly appreciate a prompt response.",Problem,Low,Customer Service,Closed,162.0,2024-06-09 15:14:29,2024-06-16 09:14:29,Neutral,True,Slow,Breached,June,2024,2,Sunday,1,220,31
1352246247,,"Experiencing irregular data visualizations on the analytics dashboard, which might be due to a recent software update impacting Elasticsearch connectivity. Despite restar ... appreciate your help in resolving this issue.",Problem,Low,Technical Support,Resolved,126.0,2025-11-20 15:08:29,2025-11-25 21:08:29,Satisfied,True,Slow,Breached,November,2025,4,Thursday,1,220,30
1352246248,System Error Affecting Campaigns,There was an issue with the system that affected the campaigns. It seems there might have been a conflict with the recent software update on the tools. Rebooting and clearing the caches resolved the problem initially.,Incident,High,Technical Support,In Progress,0.0,2025-07-17 18:48:02,,Satisfied,False,Unresolved,Within SLA,July,2025,3,Thursday,3,217,36
1352246249,Request for Information on Data Analytics Tools,"Customer Support, I am reaching out to inquire about the data analytics tools that are available for financial firms. Could you provide information on the tools that can ... udies and testimonials from existing clients.",Request,High,Technical Support,Resolved,136.0,2023-03-23 08:19:40,2023-03-29 00:19:40,Frustrated,True,Slow,Breached,March,2023,1,Thursday,3,219,35
1352246250,Unexpected Crash and Data Loss,"Respected Customer Support, I am reaching out to address a problem I am facing with my laptop. Here is a detailed account of the issue: What happened: My laptop unexpecte ... ention and support. Respectfully, [Your Name]",Incident,High,IT Support,Closed,41.0,2025-09-07 01:09:22,2025-09-08 18:09:22,Frustrated,True,Medium,Within SLA,September,2025,3,Sunday,3,220,37
1352246251,Support for Security Incident Involving Medical Data,"A security breach has been detected, which might have exposed medical data due to a software vulnerability in Express.js. We have applied patches and strengthened user authentication methods to prevent future breaches.",Incident,Medium,IT Support,Closed,104.0,2025-10-02 13:17:34,2025-10-06 21:17:34,Frustrated,True,Slow,Breached,October,2025,4,Thursday,2,218,32
1352246252,Notification of Login Challenges,Several users are encountering login difficulties on the SaaS platform. This problem might be related to recent system updates that have impacted user authentication. So ... onal information needed to resolve the issue.,Incident,High,IT Support,Closed,68.0,2024-06-03 20:37:55,2024-06-06 16:37:55,Frustrated,True,Medium,Within SLA,June,2024,2,Monday,3,219,33
1352246253,Recurring Sync Issues in Various Products,"Customers frequently encounter sync issues across different products, which impacts project updates and collaboration efficiency. Potential reasons include server overloa ... erver logs, but the issue remains unresolved.",Problem,Medium,Customer Service,Closed,138.0,2023-04-13 09:22:19,2023-04-19 03:22:19,Frustrated,True,Slow,Breached,April,2023,2,Thursday,2,220,28
1352246254,Guidance on Optimizing Investment Strategies Using Data Analytics,"Dear Customer Support, I am writing to request assistance in optimizing my investment strategies through the use of data analytics. The abundance of data available can be ... d to your response. Best regards, [Your Name]",Request,High,Product Support,Closed,139.0,2024-05-27 03:45:44,2024-06-01 22:45:44,Neutral,True,Slow,Breached,May,2024,2,Monday,3,220,36
1352246255,,The healthcare provider encountered problems accessing data across several devices and services. A potential security breach or misconfiguration is suspected. Devices hav ... the problem to prevent service interruptions.,Incident,Medium,Product Support,Closed,81.0,2023-05-27 19:26:13,2023-05-31 04:26:13,Frustrated,True,Slow,Breached,May,2023,2,Saturday,2,220,29
1352246256,Guidance on Data Security,I require advice on encryption techniques to protect sensitive patient information. Could you share best practices and recommended tools for this purpose?,Request,High,Technical Support,Closed,158.0,2025-05-16 18:22:34,2025-05-23 08:22:34,Urgent,True,Slow,Breached,May,2025,2,Friday,3,154,22
1352246257,Assistance Required for Digital Marketing Campaign Challenges,"Customer Support, <br>Our digital marketing campaign aimed to drive traffic growth, but the results from ineffective targeting strategies are not as expected. After revie ... ic growth. <br>Thank you for your assistance.",Incident,Medium,Customer Service,Closed,107.0,2025-11-19 19:48:54,2025-11-24 06:48:54,Neutral,True,Slow,Breached,November,2025,4,Wednesday,2,220,32
1352246258,,"Customer support, recently identified unauthorized access to hospital systems, posing a threat to the security of medical data. This issue might be due to vulnerabilities ... and necessary updates to the infrastructure.",Problem,High,Customer Service,Resolved,96.0,2024-08-23 12:09:29,2024-08-27 12:09:29,Urgent,True,Slow,Breached,August,2024,3,Friday,3,219,32
1352246259,,A healthcare provider encountered problems accessing data across multiple devices and services. A potential misconfiguration or security breach is suspected. After restar ... e the problem to avoid service interruptions.,Incident,Medium,Product Support,Resolved,25.0,2024-03-17 09:46:01,2024-03-18 10:46:01,Frustrated,True,Medium,Within SLA,March,2024,1,Sunday,2,220,30
1352246260,,"Customer Support, reporting a serious incident that compromised the security of medical data on hospital systems. There was unauthorized access, which may have been due t ... tional information to facilitate our support.",Incident,High,Human Resources,Closed,162.0,2024-01-27 11:05:01,2024-02-03 05:05:01,Urgent,True,Slow,Breached,January,2024,1,Saturday,3,220,33
1352246261,Security Incident in Hospital IT Systems,Faced unauthorized access to medical records despite existing security protocols. This could be due to vulnerabilities in the hospital's IT systems. Efforts to address th ... o resolve this issue and secure patient data.,Problem,Low,Technical Support,Closed,2.0,2025-10-16 22:28:59,2025-10-17 00:28:59,Satisfied,True,Fast,Within SLA,October,2025,4,Thursday,1,220,34
1352246262,Support Required for Digital Marketing with Mailchimp,Could you offer details on integrating Mailchimp's digital marketing strategies? We aim to enhance our email campaigns and automate the workflow. Thank you for your assis ... rt; we look forward to hearing from you soon.,Request,High,IT Support,Resolved,59.0,2025-07-25 06:18:53,2025-07-27 17:18:53,Urgent,True,Medium,Within SLA,July,2025,3,Friday,3,220,36
1352246263,Problems Identified with Data Integration,Faced challenges with data integration; efforts to resolve the problem have been unsuccessful so far.,Incident,Low,Customer Service,Closed,116.0,2023-08-22 14:19:26,2023-08-27 10:19:26,Urgent,True,Slow,Breached,August,2023,3,Tuesday,1,101,15
1352246264,Urgent Assistance Required for Critical Error in Data Analysis,"A critical error has occurred during data analysis, leading to delays in investment optimization decisions. Incompatible software versions or data format issues could be ... esolve this matter and prevent future delays.",Incident,High,Technical Support,Closed,94.0,2024-06-01 20:38:15,2024-06-05 18:38:15,Urgent,True,Slow,Breached,June,2024,2,Saturday,3,219,32
1352246265,Setup Assistance,"Seeking guidance on configuring PHP 8.0 data analytics tools on Windows and Mac Mini platforms. Can you supply detailed, step-by-step instructions for installing and sett ... compatibility concerns we should be aware of.",Request,Medium,IT Support,Resolved,137.0,2023-05-07 14:36:51,2023-05-13 07:36:51,Satisfied,True,Slow,Breached,May,2023,2,Sunday,2,220,33
1352246266,Project Integration Malfunction,Integrations have encountered issues,Incident,Medium,Product Support,Closed,52.0,2025-06-24 06:06:13,2025-06-26 10:06:13,Urgent,True,Medium,Within SLA,June,2025,2,Tuesday,2,36,4
1352246267,Frequent Crashes of the Investment Optimization Tool,"The tool crashes during data analysis. Despite attempts to restart and reallocate resources, the problems continue.",Incident,High,Technical Support,Closed,70.0,2025-10-27 21:15:09,2025-10-30 19:15:09,Neutral,True,Medium,Within SLA,October,2025,4,Monday,3,115,16
1352246268,Problem with System Accuracy,"There was a decrease in the accuracy of the data analytics system, specifically in investment optimization, possibly because of recent software updates. Troubleshooting s ... o resolve it and restore optimal performance.",Incident,High,Returns and Exchanges,Pending,0.0,2023-08-08 16:49:55,,Urgent,False,Unresolved,Within SLA,August,2023,3,Tuesday,3,220,32
1352246269,Problem with Sound,"A compatibility issue has arisen with the ASUS Xonar AE Soundcard on Ubuntu 20.04 LTS, impacting audio output. Recent updates might have caused driver conflicts.",Incident,Medium,Returns and Exchanges,Resolved,53.0,2024-06-27 10:15:51,2024-06-29 15:15:51,Neutral,True,Medium,Within SLA,June,2024,2,Thursday,2,161,25
1352246270,Assistance with Integrating Third-Party Tools,"Hello Customer Support, we are inquiring about integrating third-party tools with our project management SaaS. Could you provide some guidance on the matter? We would gre ... e look forward to hearing back from you soon.",Request,High,Service Outages and Maintenance,Resolved,49.0,2024-04-26 22:16:38,2024-04-28 23:16:38,Urgent,True,Medium,Within SLA,April,2024,2,Friday,3,220,36
1352246271,Multiple Product Interruptions Disrupting Services,"Dear Support Team,\n\nWe are currently experiencing several disruptions across our products, which are affecting scanning capabilities, device connections, and access to ... you for your prompt attention to this matter.",Incident,High,Technical Support,Closed,18.0,2025-10-16 03:29:33,2025-10-16 21:29:33,Urgent,True,Fast,Within SLA,October,2025,4,Thursday,3,219,30
1352246272,Enhancing Investment Strategies with DataRobot,"Hello, I am reaching out to your support team to inquire about optimizing investments using DataRobot's financial analytics. Could you provide detailed information on how ... trate the effectiveness of DataRobot's tools?",Request,Medium,Billing and Payments,Pending,0.0,2025-12-21 01:13:13,,Frustrated,False,Unresolved,Within SLA,December,2025,4,Sunday,2,220,32
1352246273,Incident of Medical Data Breach Today,The medical data breach happened because of inadequate encryption measures,Problem,Medium,Technical Support,Closed,115.0,2025-10-25 14:11:16,2025-10-30 09:11:16,Frustrated,True,Slow,Breached,October,2025,4,Saturday,2,74,10
1352246274,Query on Digital Strategy Services Payment Terms,I'm writing to seek details on the payment conditions for digital strategy services. Could you kindly furnish me with more information? It would be greatly appreciated if ... scounts are available for extended contracts.,Request,High,Billing and Payments,Closed,165.0,2024-08-31 21:15:10,2024-09-07 18:15:10,Urgent,True,Slow,Breached,August,2024,3,Saturday,3,220,34
1352246275,Concern with Investment Optimization Model,"Dear Customer Support,\n\nI am writing to draw your attention to an issue with the investment optimization model. An unexpected data discrepancy has occurred, which I bel ... solution. I kindly request prompt assistance.",Incident,Medium,Product Support,Resolved,83.0,2023-07-20 07:39:58,2023-07-23 18:39:58,Neutral,True,Slow,Breached,July,2023,3,Thursday,2,220,33
1352246276,Request for a Comprehensive Overview of Marketing Services,"Dear Customer Support Team,\n\nI hope this message reaches you well. I am writing to request an in-depth overview of the marketing services provided by your organization. ... ckages available, along with pricing options?",Request,Medium,Customer Service,Closed,131.0,2025-07-13 08:44:41,2025-07-18 19:44:41,Frustrated,True,Slow,Breached,July,2025,3,Sunday,2,220,33
1352246277,,"Customer Support reports experiencing system outages impacting several integrated products. The issue may be linked to the recent MySQL 8.0 update, which could be causing ... e the issue promptly. Please keep us updated.",Incident,High,Technical Support,Closed,79.0,2023-05-12 14:33:13,2023-05-15 21:33:13,Satisfied,True,Slow,Breached,May,2023,2,Friday,3,220,34
